Account Name,Type,18 Digit ID,Account ID,LE ID,Artist Name (pka or dba),Company Name,Legal Name,Primary Contact First Name,Primary Contact Last Name
Brandon Rowland (TR),Artist,0011I00000H28SSQAZ,0011I00000H28SS,88169,Brandon Rowland (TR),,,,
DIVIDE,Artist,0011I00000H28STQAZ,0011I00000H28ST,88173,DIVIDE,,Jayson Earles,,
Brewski,Artist,0011I00000H28SUQAZ,0011I00000H28SU,88177,Brewski,,Rob O'Brien,,
Bynon,Artist,0011I00000H28SVQAZ,0011I00000H28SV,88181,Bynon,,Richard Glenmor Beynon,,
NIGHTOWLS,Artist,0011I00000H28SWQAZ,0011I00000H28SW,88184,NIGHTOWLS,,Andrew Sierra,,
Peace Treaty,Artist,0011I00000H28SXQAZ,0011I00000H28SX,88186,Peace Treaty,,Joshua Anaya,,
Peewee Longway,Artist,0011I00000H28SYQAZ,0011I00000H28SY,88187,Peewee Longway,Amina Diop,Quincy Lamont Williams,,
RondoNumbaNine,Artist,0011I00000H28SaQAJ,0011I00000H28Sa,88194,RondoNumbaNine,,Clint Massey,,
Sam F,Artist,0011I00000H28SbQAJ,0011I00000H28Sb,88195,Sam F,,Sam Fishman,,
Sebastian Mikael (SNSR),Artist,0011I00000H28ScQAJ,0011I00000H28Sc,88198,Sebastian Mikael (SNSR),,,,
Spodee,Artist,0011I00000H28SeQAJ,0011I00000H28Se,88204,Spodee,,Jonathan Carle,,
Swazy,Artist,0011I00000H28SfQAJ,0011I00000H28Sf,88206,Swazy,,,,
"Taylor Gang Ent., LLC",Management,0011I00000H28SgQAJ,0011I00000H28Sg,,,"Taylor Gang Ent., LLC",,,
Waseem Stark,Artist,0011I00000H28ShQAJ,0011I00000H28Sh,88217,Waseem Stark,Urban Indie/Alternative Music,Waseem Khan,,
Woolymammoth,Artist,0011I00000H28SiQAJ,0011I00000H28Si,88219,Woolymammoth,,Jason Wool,,
Zoolanda (LEK),Artist,0011I00000H28SjQAJ,0011I00000H28Sj,88222,Zoolanda (LEK),,,,
Dubloadz,Artist,0011I00000H28SkQAJ,0011I00000H28Sk,88224,Dubloadz,,David Nardolilli,,
The Game,Artist,0011I00000H28SlQAJ,0011I00000H28Sl,88225,The Game,,Jayceon Terrell Taylor,,
Welven Da Great (MA) - START,Artist,0011I00000H28SmQAJ,0011I00000H28Sm,88228,Welven Da Great (MA) - START,,,,
Jackal,Artist,0011I00000H28SoQAJ,0011I00000H28So,88233,Jackal,,Michael Pennington,,
Jadakiss,Artist,0011I00000H28SpQAJ,0011I00000H28Sp,88235,Jadakiss,,Jason Phillips,,
Kylie Jenner,Artist,0011I00000H28SqQAJ,0011I00000H28Sq,297377,Kylie Jenner,,Kylie Jenner,,
Thankful,Artist,0011I00000H28SrQAJ,0011I00000H28Sr,88242,Thankful,,,,
Momma Dee,Artist,0011I00000H28SsQAJ,0011I00000H28Ss,88243,Momma Dee,,,,
Jade Starling,Artist,0011I00000H28StQAJ,0011I00000H28St,88245,Jade Starling,,Vincent Corea,,
Cash Out (BL),Artist,0011I00000H28SuQAJ,0011I00000H28Su,88247,Cash Out (BL),,,,
Devault,Artist,0011I00000H28SvQAJ,0011I00000H28Sv,88295,Devault,,Sage Dominic DeVault,,
Damn Daniel (Daniel),Artist,0011I00000H28SwQAJ,0011I00000H28Sw,88339,Damn Daniel (Daniel),,,,
PRXZM,Artist,0011I00000H28SxQAJ,0011I00000H28Sx,88341,PRXZM,,Emma Maidenberg,,
J-Trick,Artist,0011I00000H28SyQAJ,0011I00000H28Sy,88342,J-Trick,,James Kritharas,,
TYALAXANDAR,Artist,0011I00000H28SzQAJ,0011I00000H28Sz,88369,TYALAXANDAR,,Ty Alaxandar,,
Young Chop,Artist,0011I00000H28T0QAJ,0011I00000H28T0,88371,Young Chop,,Tyree Pittman,Tyree,Pittman
Coco Jones,Artist,0011I00000H28T1QAJ,0011I00000H28T1,88730,Coco Jones,,Courtney Jones,,
Yuri Joness,Artist,0011I00000H28T2QAJ,0011I00000H28T2,88782,Yuri Joness,T3 Music Group,,,
Major Seven,Artist,0011I00000H28T4QAJ,0011I00000H28T4,88908,Major Seven,Malcolm Bradford,OmarÃ‚Â Walker,,
Vinny Venditto,Artist,0011I00000H28T5QAJ,0011I00000H28T5,88909,Vinny Venditto,,,,
Tha Lights Global,Record Label,0011I00000H28T7QAJ,0011I00000H28T7,88962,,Tha Lights Global,,,
Strange Nature,Artist,0011I00000H28T8QAJ,0011I00000H28T8,88964,Strange Nature,,,,
Calculasian,Artist,0011I00000H28T9QAJ,0011I00000H28T9,88967,Calculasian,,Ziming Li,,
Streetrunner,Artist,0011I00000H28TAQAZ,0011I00000H28TA,89023,Streetrunner,,Nicholas Warwar,,
Toni Romiti (JD),Artist,0011I00000H28TBQAZ,0011I00000H28TB,222865,Toni Romiti (JD),,,,
Blackstripe,Artist,0011I00000H28TCQAZ,0011I00000H28TC,89028,Blackstripe,,Shayan Jahanfar,,
Reece Low (Raye),Artist,0011I00000H28TEQAZ,0011I00000H28TE,89263,Reece Low (Raye),,,,
Yahtzel,Artist,0011I00000H28TFQAZ,0011I00000H28TF,89428,Yahtzel,,Max Armata,,
Dave East,Artist,0011I00000H28TGQAZ,0011I00000H28TG,89494,Dave East,,David Lawrence Brewster,,
MakeYouFreak,Artist,0011I00000H28THQAZ,0011I00000H28TH,89683,MakeYouFreak,,,,
Turk,Artist,0011I00000H28TIQAZ,0011I00000H28TI,89686,Turk,,Tab Virgil Jr.,,
Savant,Artist,0011I00000H28TJQAZ,0011I00000H28TJ,89693,Savant,,Aleksander Vinter,,
Amar Sandhu (UAM),Artist,0011I00000H28TKQAZ,0011I00000H28TK,89697,Amar Sandhu (UAM),,,,
PPV Ty,Artist,0011I00000H28TLQAZ,0011I00000H28TL,124093,PPV TY,,Tyaire Marquis Butler,,
Sodhivine (UAM),Artist,0011I00000H28TNQAZ,0011I00000H28TN,89699,Sodhivine (UAM),,,,
ZVNEX,Artist,0011I00000H28TOQAZ,0011I00000H28TO,89750,ZVNEX,,Jeremiah Gonzalez,,
Trina (SNSR),Artist,0011I00000H28TPQAZ,0011I00000H28TP,89824,Trina (SNSR),,,,
Jagged Edge,Artist,0011I00000H28TQQAZ,0011I00000H28TQ,89826,Jagged Edge,,"Brandon Casey, Brian Casey, Kyle Norman, Richard Wingo.",,
Rick Ross,Artist,0011I00000H28TRQAZ,0011I00000H28TR,89827,Rick Ross,,William Leonard Roberts II,,
Hyperlux,Artist,0011I00000H28TSQAZ,0011I00000H28TS,89855,Hyperlux,,Zac Schram,,
100 Grand Entertainment,Record Label,0011I00000H28TTQAZ,0011I00000H28TT,89871,,,,,
CBMix,Artist,0011I00000H28TUQAZ,0011I00000H28TU,90184,CBMix,,Chris Barnett,,
FKi,Artist,0011I00000H28TVQAZ,0011I00000H28TV,90186,FKi,,"Trocon Roberts,Jr., Steven Bolden",,
Slicc Pulla,Artist,0011I00000H28TWQAZ,0011I00000H28TW,90191,Slicc Pulla,,,,
Iviona Badazz,Artist,0011I00000H28TXQAZ,0011I00000H28TX,90231,Iviona Badazz,,Iviona Hatch,,
Dub Rebellion,Artist,0011I00000H28TYQAZ,0011I00000H28TY,90290,Dub Rebellion,,Darek Desrosiers,,
MA Music,Record Label,0011I00000H28TZQAZ,0011I00000H28TZ,90291,,MA Music,,,
Shawn Wasabi,Artist,0011I00000H28TaQAJ,0011I00000H28Ta,90430,Shawn Wasabi,,Shawn Serrano,,
Navv Greene (AE),Artist,0011I00000H28TcQAJ,0011I00000H28Tc,90532,Navv Greene (AE),,,,
Pheeno (ENM),Artist,0011I00000H28TdQAJ,0011I00000H28Td,90533,Pheeno (ENM),,,,
The AM,Artist,0011I00000H28TeQAJ,0011I00000H28Te,133797,The AM,,,,
XD Pro Music (UAM),Artist,0011I00000H28TgQAJ,0011I00000H28Tg,275053,XD Pro Music (UAM),,,,
Madeaux (CH),Artist,0011I00000H28TiQAJ,0011I00000H28Ti,90661,Madeaux,,,,
Debroka (CH),Artist,0011I00000H28TjQAJ,0011I00000H28Tj,90662,Debroka (CH),,,,
Hero (CH),Artist,0011I00000H28TkQAJ,0011I00000H28Tk,90663,Hero (CH),,,,
Candyland,Artist,0011I00000H28TmQAJ,0011I00000H28Tm,90739,Candyland,,Josie Martin | (Ethan Davis - SEE Dropout),,
Cho,Artist,0011I00000H28TnQAJ,0011I00000H28Tn,90858,Cho,,Chloe Cho,,
Zuse,Artist,0011I00000H28ToQAJ,0011I00000H28To,90879,Zuse,,Cheikh Gordon,,
Yntendo,Artist,0011I00000H28TpQAJ,0011I00000H28Tp,91360,Yntendo,,Alan Notkin,,
Que,Artist,0011I00000H28TqQAJ,0011I00000H28Tq,91364,Que,,Quintin Karlando Square,,
GLC,Artist,0011I00000H28TrQAJ,0011I00000H28Tr,91366,GLC,,Leonard Harris,,
Beach Season (CH),Artist,0011I00000H28TsQAJ,0011I00000H28Ts,91372,Beach Season (CH),,,,
YFN Lucci,Record Label,0011I00000H28TtQAJ,0011I00000H28Tt,91434,YFN Lucci,Think Its A Game Records,Rashawn Bennett,,
DJ Hark,Artist,0011I00000H28TuQAJ,0011I00000H28Tu,301492,DJ Hark,,,,
Rich Homie Quan,Artist,0011I00000H28TvQAJ,0011I00000H28Tv,91744,Rich Homie Quan,,,,
Castor Troy,Artist,0011I00000H28TwQAJ,0011I00000H28Tw,92007,Castor Troy,,Aaron Troy Perez,,
R!ot,Artist,0011I00000H28TxQAJ,0011I00000H28Tx,92010,R!ot,,Michael Wyckoff,,
Vaski,Artist,0011I00000H28TyQAJ,0011I00000H28Ty,92011,Vaski,,Alexander Brouwer,,
Capo,Artist,0011I00000H28TzQAJ,0011I00000H28Tz,92282,Capo / NINESIX,Gang Management (Glo Gang),Labyron Marvin Carr,,
JusGlo,Artist,0011I00000H28U1QAJ,0011I00000H28U1,92330,JusGlo,Gang Management (Glo Gang),,,
Tray Savage,Artist,0011I00000H28U2QAJ,0011I00000H28U2,92355,Tray Savage,Gang Management (Glo Gang),,,
Terintino,Artist,0011I00000H28U3QAJ,0011I00000H28U3,92356,Terintino,Gang Management (Glo Gang),Tyrone Jackson,,
Tadoe,Artist,0011I00000H28U4QAJ,0011I00000H28U4,92357,Tadoe,Gang Management (Glo Gang),,,
J Dilla,Artist,0011I00000H28U5QAJ,0011I00000H28U5,92466,J Dilla,,Maureen Yancey,,
Dirty South,Artist,0011I00000H28U6QAJ,0011I00000H28U6,92467,Dirty South,,,,
Lil Flash,Artist,0011I00000H28U7QAJ,0011I00000H28U7,92468,Lil Flash,Gang Management (Glo Gang),Zachary Hergott,,
Ballout,Artist,0011I00000H28U8QAJ,0011I00000H28U8,92469,Ballout,Gang Management (Glo Gang),Will Cathan,,
Yung Nation,Artist,0011I00000H28U9QAJ,0011I00000H28U9,92475,Yung Nation,,"Kendell Johnson, Brandon Reed",,
CA$HPASSION,Artist,0011I00000H28UAQAZ,0011I00000H28UA,92523,CA$HPASSION,,,,
Fukk 12 (ATM),Artist,0011I00000H28UCQAZ,0011I00000H28UC,92912,Fukk 12 (ATM),,,,
Ronny J,Record Label,0011I00000H28UDQAZ,0011I00000H28UD,92914,Ronny J,"Ronny J Listen Up, LLC",Ronald Spence,,
ITAM (Into The AM),Artist,0011I00000H28UEQAZ,0011I00000H28UE,92916,ITAM (Into The AM),,,,
Hydraulix,Artist,0011I00000H28UFQAZ,0011I00000H28UF,92955,Hydraulix,,Damian Williams,,
PhaseOne,Artist,0011I00000H28UGQAZ,0011I00000H28UG,92956,PhaseOne,,Graeme Duffy,,
Oski,Artist,0011I00000H28UHQAZ,0011I00000H28UH,92957,Oski,,Mathew Gomez,,
The Composer,Artist,0011I00000H28UIQAZ,0011I00000H28UI,93269,The Composer,,Bryan Nelson,,
Rickyxsan,Artist,0011I00000H28UJQAZ,0011I00000H28UJ,93428,Rickyxsan,,Richard Murillo,,
Kennedy Jones,Artist,0011I00000H28UKQAZ,0011I00000H28UK,93689,Kennedy Jones,,,,
Quavo,Artist,0011I00000H28ULQAZ,0011I00000H28UL,247542,Quavo,,,,
Mane Mane 4CGG (GM),Artist,0011I00000H28UMQAZ,0011I00000H28UM,93800,Mane Mane,,,,
$UICIDEBOY$,Artist,0011I00000H28UNQAZ,0011I00000H28UN,93820,$UICIDEBOY$,G59 Records,"Scott Arceneaux Jr., Aristos Petrou",,
UKnowMeBC,Artist,0011I00000H28UOQAZ,0011I00000H28UO,93950,UKnowMeBC,,Brandon Colgrave,,
Natural Disaster,Artist,0011I00000H28UPQAZ,0011I00000H28UP,93953,Natural Disaster,,Kelvin McConnell,,
Fukkit,Artist,0011I00000H28UQQAZ,0011I00000H28UQ,94040,Fukkit,,Alexander Pires,,
Vedo,Artist,0011I00000H28URQAZ,0011I00000H28UR,94059,Vedo,,​ Wilbart McCoy III,,
Sian Area (ENM),Artist,0011I00000H28USQAZ,0011I00000H28US,94060,Sian Area (ENM),,,,
Adai Song,Artist,0011I00000H28UTQAZ,0011I00000H28UT,94084,Adai Song,,,,
Fishermen,Artist,0011I00000H28UUQAZ,0011I00000H28UU,94115,Fishermen,Unrivaled Management,Alex King,,
Victor Niglio,Artist,0011I00000H28UVQAZ,0011I00000H28UV,94116,Victor Niglio,,Victor Niglio,,
Arsonal,Artist,0011I00000H28UWQAZ,0011I00000H28UW,94117,Arsonal,,Xavier Howell,,
Sondar,Artist,0011I00000H28UXQAZ,0011I00000H28UX,94119,Sondar,,"Cait,Katie",,
Chasity Clark,Artist,0011I00000H28UYQAZ,0011I00000H28UY,94202,Chasity Clark,,Chasity Clark,,
Ciisnero,Artist,0011I00000H28UZQAZ,0011I00000H28UZ,94321,Ciisnero,,Christopher J Cisneros,,
Spenzo,Artist,0011I00000H28UbQAJ,0011I00000H28Ub,94518,Spenzo,,Demauris Merchant Johnson,,
Willy B,Artist,0011I00000H28UcQAJ,0011I00000H28Uc,94601,Willy B,,,,
OG Parker,Artist,0011I00000H28UdQAJ,0011I00000H28Ud,94602,OG Parker,,Joshua Isaih Parker,,
Sonta,Artist,0011I00000H28UeQAJ,0011I00000H28Ue,94603,Sonta,,Sonta Me'Shay,,
Rico Recklezz,Artist,0011I00000H28UfQAJ,0011I00000H28Uf,94726,Rico Recklezz,,Ronnie Ramsey,,
Kacey Khalil,Artist,0011I00000H28UgQAJ,0011I00000H28Ug,94826,Kacey Khalil,,Kacey Khalil,,
Beganie,Artist,0011I00000H28UhQAJ,0011I00000H28Uh,94841,Beganie,,Armando Beganovski,,
Pretty Ricky,Artist,0011I00000H28UiQAJ,0011I00000H28Ui,94867,Pretty Ricky,,"""Corey """"Slick'em"""" Mathis"",""Ala Diamond """"Baby Blue"""" Smith"",""""""Spectacular"""" Blue Smith"",""Marcus """,,
Spectacular,Artist,0011I00000H28UjQAJ,0011I00000H28Uj,94868,Spectacular,,Blue Smith,,
JAXXTONE,Artist,0011I00000H28UlQAJ,0011I00000H28Ul,94872,JAXXTONE,MACA,Jorge Alfonzo,,
Holly Drummond (ENM),Artist,0011I00000H28UmQAJ,0011I00000H28Um,218870,Holly Drummond (ENM),,,,
Yung Mavu,Artist,0011I00000H28UnQAJ,0011I00000H28Un,95184,Yung Mavu,,Noah Mavuela,,
Raisi K,Artist,0011I00000H28UoQAJ,0011I00000H28Uo,95185,Raisi K,,Raisi Kongoli Mobele,,
Chrome Korleone,Artist,0011I00000H28UpQAJ,0011I00000H28Up,95198,Chrome Korleone,,Debright Pannell,,
Big E Records,Record Label,0011I00000H28UqQAJ,0011I00000H28Uq,95200,,Big E Records,,,
Araab Muzik,Artist,0011I00000H28UrQAJ,0011I00000H28Ur,95444,Araab Muzik,,Adrian Williams,,
Quality Control Publishing (QCMP),Artist,0011I00000H28UsQAJ,0011I00000H28Us,96005,Quality Control Publishing (QCMP),,,,
Nas,Artist,0011I00000H28UtQAJ,0011I00000H28Ut,96080,Nas,,Nasir bin Olu Dara Jones,,
Deligur,Artist,0011I00000H28UuQAJ,0011I00000H28Uu,96101,Deligur,,Shaneice Bell,,
NOSAM,Artist,0011I00000H28UvQAJ,0011I00000H28Uv,96507,NOSAM,,Nicholas M Wright,,
Bailo,Artist,0011I00000H28UwQAJ,0011I00000H28Uw,291138,Bailo,,Gennaro Bailo,,
Eight40Eight,Artist,0011I00000H28UyQAJ,0011I00000H28Uy,96645,Eight40Eight,MACA,Frank Bellino,,
THOUXANBANFAUNI,Artist,0011I00000H28UzQAJ,0011I00000H28Uz,"97079, 440178",THOUXANBANFAUNI,,Taaj Keem,,
Olly James,Artist,0011I00000H28V0QAJ,0011I00000H28V0,97081,Olly James,,Olly Purvis James,,
TM88,Artist,0011I00000H28V1QAJ,0011I00000H28V1,97130,TM88,Taylor Gang,Bryan Simmons,,
sundial,Artist,0011I00000H28V2QAJ,0011I00000H28V2,97172,sundial,,"Dorothy Wai Yin Chan, Jisu Kim",contactsundial@gmail.com,
"Southside Productions, LLC",Record Label,0011I00000H28V3QAJ,0011I00000H28V3,97175,Southside,"Southside Productions, LLC",Joshua Luellen,,
Michael Minelli,Artist,0011I00000H28V4QAJ,0011I00000H28V4,97180,Michael Minelli,,Michael Minelli,,
Daniel,Artist,0011I00000H28V5QAJ,0011I00000H28V5,97324,Daniel,,Daniel Brown,,
Ollie,Artist,0011I00000H28V6QAJ,0011I00000H28V6,97325,Ollie,,Oliver Pile,,
Lil Polo Da Don,Artist,0011I00000H28V7QAJ,0011I00000H28V7,97434,Lil Polo Da Don,,Jamal Jones,,
Omar LinX,Artist,0011I00000H28V8QAJ,0011I00000H28V8,97526,Omar LinX,,Omar Guzman,,
Stanley Stevenson Byrne,Artist,0011I00000H28V9QAJ,0011I00000H28V9,97528,Stanley Stevenson Byrne,,,,
J.U.S.T.I.C.E. League,Artist,0011I00000H28VBQAZ,0011I00000H28VB,97535,J.U.S.T.I.C.E. League,,"Erik Ortiz,Kevin Crowe,Kenny Bartolomei",,
Focus...,Artist,0011I00000H28VCQAZ,0011I00000H28VC,97537,Focus...,,Bernard Edwards Jr,,
Keith Boyd,Artist,0011I00000H28VDQAZ,0011I00000H28VD,97540,Keith Boyd,,Keith Boyd,,
Hollywood J,Artist,0011I00000H28VEQAZ,0011I00000H28VE,97546,Hollywood J,,Jarad Long,,
Chella H,Artist,0011I00000H28VFQAZ,0011I00000H28VF,97640,Chella H,,Chella Holcomb,,
Lyle Leduff,Artist,0011I00000H28VGQAZ,0011I00000H28VG,97648,Lyle Leduff,,Lyle LeDuff Jr,,
Akon (HH),Artist,0011I00000H28VHQAZ,0011I00000H28VH,97664,Akon (HH),,,,
JRB,Artist,0011I00000H28VIQAZ,0011I00000H28VI,97673,JRB,,Jon Bishop,,
Dropout,Artist,0011I00000H28VJQAZ,0011I00000H28VJ,97750,Dropout,,Ethan Davis,,
Yates,Artist,0011I00000H28VKQAZ,0011I00000H28VK,97873,Yates,,,,
FMLYBND,Artist,0011I00000H28VLQAZ,0011I00000H28VL,97876,FMLYBND,,"Mac Montgomery, Ethan Davis, Braelyn Montgomery, Erik Mason",,
BackPack,Artist,0011I00000H28VMQAZ,0011I00000H28VM,98136,BackPack,,Jeremy Miller,,
Gutter Records,Artist,0011I00000H28VOQAZ,0011I00000H28VO,98495,Gutter Records,,,,
Sumo Slamma,Artist,0011I00000H28VPQAZ,0011I00000H28VP,98780,Sumo Slamma,MACA,Adrian Cabezas,,
Kolyon,Artist,0011I00000H28VQQAZ,0011I00000H28VQ,98910,Kolyon,,Kolyon Lee,,
Billionaire Visions,Artist,0011I00000H28VRQAZ,0011I00000H28VR,98911,Billionaire Visions,,,,
DJ Pain 1,Artist,0011I00000H28VSQAZ,0011I00000H28VS,98912,DJ Pain 1,,Mahkina Pacal Alejandro Bayley,,
Kidd Kidd,Artist,0011I00000H28VTQAZ,0011I00000H28VT,98918,Kidd Kidd,,Curtis Stewart,,
Dondria,Artist,0011I00000H28VUQAZ,0011I00000H28VU,98920,Dondria,,Dondria Fields,,
J. Holiday,Artist,0011I00000H28VVQAZ,0011I00000H28VV,99051,J. Holiday,,Nahum Thorton Grymes,,
Jordyn Jones,Artist,0011I00000H28VWQAZ,0011I00000H28VW,99053,Jordyn Jones,,Jordyn Jones,,
DJ Telly Tellz,Artist,0011I00000H28VXQAZ,0011I00000H28VX,80093,DJ Telly Tellz,Tha Lights Global,Telly Brown Jr.,,
Kyyngg,Artist,0011I00000H28VYQAZ,0011I00000H28VY,99146,Kyyngg,,,,
Nick Frsh,Artist,0011I00000H28VZQAZ,0011I00000H28VZ,99711,Nick Frsh,,Nicholas McAlmont,,
Gioser,Artist,0011I00000H28VaQAJ,0011I00000H28Va,99712,Gioser,,Sergio Hernandez Sierra,,
Luc,Artist,0011I00000H28VbQAJ,0011I00000H28Vb,99903,Luc,,"Sam Luria, Tim Nelson",,
Luna Blaise,Artist,0011I00000H28VcQAJ,0011I00000H28Vc,100331,Luna Blaise,T3 Music Group,Luna Blaise,,
Vital,Artist,0011I00000H28VdQAJ,0011I00000H28Vd,100984,Vital,,,,
Young Curt,Artist,0011I00000H28VeQAJ,0011I00000H28Ve,101294,Young Curt,,Curtis Denton Andrew Jr,,
Zeds Dead,Artist,0011I00000H28VfQAJ,0011I00000H28Vf,101549,Zeds Dead,,"Dylan Mamid, Zachary Rapp-Rovan",,
Prohibeo,Artist,0011I00000H28VgQAJ,0011I00000H28Vg,101858,Prohibeo,,Emilio Barrios,,
Oh Boy Prince,Artist,0011I00000H28VhQAJ,0011I00000H28Vh,102075,Oh Boy Prince,,Matthew Griffith,,
Trinidad James,Artist,0011I00000H28ViQAJ,0011I00000H28Vi,102426,Trinidad James,,Nicholas Williams,,
Dun Deal,Artist,0011I00000H28VjQAJ,0011I00000H28Vj,102513,Dun Deal,,David M. Cunningham,,
Holly,Artist,0011I00000H28VkQAJ,0011I00000H28Vk,102516,Holly,,Miguel Oliveira,,
C-Sick,Artist,0011I00000H28VlQAJ,0011I00000H28Vl,102573,C-Sick,,Charles Dumazer,,
B Wheezy,Artist,0011I00000H28VmQAJ,0011I00000H28Vm,102597,B Wheezy,,Brandon Whitfield,,
Brudda Haitian,Artist,0011I00000H28VnQAJ,0011I00000H28Vn,102598,Brudda Haitian,,,,
Ron Browz,Artist,0011I00000H28VoQAJ,0011I00000H28Vo,102599,Ron Browz,,Rondell Turner,,
Slum Village,Artist,0011I00000H28VpQAJ,0011I00000H28Vp,102600,Slum Village,,,,
UnoTheActivist,Artist,0011I00000H28VqQAJ,0011I00000H28Vq,102601,UnoTheActivist,,Troy Lane,,
Lex Luger,Artist,0011I00000H28VrQAJ,0011I00000H28Vr,102603,Lex Luger,,,,
Speaker of the House,Artist,0011I00000H28VsQAJ,0011I00000H28Vs,102635,Speaker of the House,,Dylan Orvell,,
Aero Chord,Artist,0011I00000H28VtQAJ,0011I00000H28Vt,102636,Aero Chord,,Alexandros Vlastaras,,
3MG,Record Label,0011I00000H28VuQAJ,0011I00000H28Vu,102649,3MG,3MG,,,
SAFE,Artist,0011I00000H28VvQAJ,0011I00000H28Vv,102762,SAFE,,Saif Musaad,,
Subtact,Artist,0011I00000H28VwQAJ,0011I00000H28Vw,102763,Subtact,,Benjamin Williamson Walker,,
Dyablo,Artist,0011I00000H28VxQAJ,0011I00000H28Vx,103028,Dyablo,,Jesus Alejandro Vaca Andrade,,
JayboX,Artist,0011I00000H28W0QAJ,0011I00000H28W0,103034,JayboX,,Jamie Smith,,
The Heavy Group,Artist,0011I00000H28W1QAJ,0011I00000H28W1,57990,The Heavy Group,,,,
Leek Jack,Artist,0011I00000H28W2QAJ,0011I00000H28W2,316475,Leek Jack,,Malik Jackson,,
Axel Boy,Artist,0011I00000H28W3QAJ,0011I00000H28W3,103417,Axel Boy,Arcane Talent,Alex Joyce,,
Bloodthinnerz,Artist,0011I00000H28W4QAJ,0011I00000H28W4,103418,Bloodthinnerz,,"Ernest Melendez, Kevin Freire",,
Baytek,Artist,0011I00000H28W5QAJ,0011I00000H28W5,103420,Baytek,,,,
Frozen Gang Beatz,Artist,0011I00000H28W6QAJ,0011I00000H28W6,105324,Frozen Gang Beatz,,"Ivan Postolnyk,Ilya Seredenko,Artem Grange",,
Rashod Dowdell,Artist,0011I00000H28W7QAJ,0011I00000H28W7,105490,Rashod Dowdell,,Rashod Dowdell,,
OverEasy,Artist,0011I00000H28W8QAJ,0011I00000H28W8,105556,OverEasy,,,,
Quan (QCM),Artist,0011I00000H28WAQAZ,0011I00000H28WA,107306,Quan (QCM),,,,
tribes.,Artist,0011I00000H28WBQAZ,0011I00000H28WB,107327,tribes.,,Veronica Ramirez,,
Wiz Khalifa,Artist,0011I00000H28WCQAZ,0011I00000H28WC,107359,Wiz Khalifa,Taylor Gang,Cameron Jibril Thomaz,,
Bizness Boi,Artist,0011I00000H28WDQAZ,0011I00000H28WD,107564,Bizness Boi,,Andre Robertson,,
Diego Money,Artist,0011I00000H28WEQAZ,0011I00000H28WE,107603,Diego Money,,Roderick Dickerson,,
Kap G,Artist,0011I00000H28WFQAZ,0011I00000H28WF,107928,Kap G,Fourtune Entertainment,,,
Blankface,Artist,0011I00000H28WGQAZ,0011I00000H28WG,107931,Blankface,Arcane Talent,Salar Seide,,
Starkillers,Artist,0011I00000H28WHQAZ,0011I00000H28WH,107933,Starkillers,,Nick Terranova,,
CRAY,Artist,0011I00000H28WIQAZ,0011I00000H28WI,107935,CRAY,,Cheney Ray,,
Rising Music,Artist,0011I00000H28WJQAZ,0011I00000H28WJ,107947,Rising Music,,Chris Lake,,
Valentine,Artist,0011I00000H28WKQAZ,0011I00000H28WK,107964,Valentine,,Febiani Valentine,,
Sean and Bobo,Artist,0011I00000H28WLQAZ,0011I00000H28WL,108089,Sean and Bobo,,"Shayan Jahanfar, Yossef Rachidi",,
Symbolyc 1 (HH),Artist,0011I00000H28WMQAZ,0011I00000H28WM,108088,Symbolyc 1 (HH),,,,
Rockwilder (HH),Artist,0011I00000H28WOQAZ,0011I00000H28WO,108090,Rockwilder (HH),,,,
LA Capone,Artist,0011I00000H28WPQAZ,0011I00000H28WP,108091,LA Capone,,Leonard Vernal Anderson,,
Kodie Shane,Artist,0011I00000H28WQQAZ,0011I00000H28WQ,108223,Kodie Shane,,Kodie Marr,,
Lexy Panterra,Artist,0011I00000H28WRQAZ,0011I00000H28WR,108224,Lexy Panterra,,,,
Mike French,Artist,0011I00000H28WSQAZ,0011I00000H28WS,108225,Mike French,,,,
2SCOOPS,Artist,0011I00000H28WUQAZ,0011I00000H28WU,108228,2SCOOPS,,,,
DigiGlo,Record Label,0011I00000H28WVQAZ,0011I00000H28WV,290227,Glo Gang,DigiGlo,,,
Lil Baby,Artist,0011I00000H28WWQAZ,0011I00000H28WW,196256,Lil Baby,,,,
Val Perre,Artist,0011I00000H28WXQAZ,0011I00000H28WX,109044,Val Perre,,Val Perre,,
GraphicMuzik,Artist,0011I00000H28WYQAZ,0011I00000H28WY,109138,GraphicMuzik,,,,
Vince Harder,Artist,0011I00000H28WZQAZ,0011I00000H28WZ,109237,Vince Harder,,Vince Harder,,
Lazy Rich,Artist,0011I00000H28WaQAJ,0011I00000H28Wa,109411,Lazy Rich,,Richard Billis,,
Jazze Pha,Artist,0011I00000H28WcQAJ,0011I00000H28Wc,109450,Jazze Pha,,Phalon Anton Alexander,,
21 Savage,Artist,0011I00000H28WdQAJ,0011I00000H28Wd,109554,21 Savage,,Shayaa Bin Abraham-Joseph,,
Matty P,Artist,0011I00000H28WeQAJ,0011I00000H28We,109780,Matty P,,Matthew Pearson,,
D Clax,Artist,0011I00000H28WfQAJ,0011I00000H28Wf,109782,D Clax,,David Claxton,,
King Lil G,Other,0011I00000H28WgQAJ,0011I00000H28Wg,109787,King Lil G,Empire 47,Alex Gonzales,,
